project_id,profile_id,project_title,description,technologies,project_type,year_completed,created_at
20a44284-2421-9447-cff9-f60826b2f8ae,620423f1-08f5-3973-0663-7e426e4e8497,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2024,2026-08-16 11:58:00
75006324-0d33-fd06-28a0-1441c6fed175,f2e943a9-fb1e-1f84-606c-74d156cf7658,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2026,2026-09-15 05:08:00
b97100e4-b0b3-b882-e6c5-a9fa95b4a962,f2e943a9-fb1e-1f84-606c-74d156cf7658,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2026,2026-09-15 05:08:00
9cef01ef-34b3-4319-884c-e5441f6d9530,e26f6587-4ff2-5f79-3ed2-8bad939ca12e,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-09-05 16:29:00
040c6ba7-c8a5-33cd-cfb3-abfe2d2502cc,2249655d-2132-2b90-9daf-e686f0f0e58d,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",competition,2025,2026-09-01 00:23:00
a037fd67-b024-c758-e674-867154cb33d0,2249655d-2132-2b90-9daf-e686f0f0e58d,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-09-01 00:23:00
b6927bad-0066-8ea0-0207-377382e17e9c,d4a44cfa-e222-a2ba-610a-eb6c955a8d3d,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2026,2026-09-03 08:10:00
a7078710-3957-e42d-b046-505685c8955a,698ca52b-fab6-819c-b53e-4fe3e32bf644,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",personal,2024,2026-07-20 12:04:00
bfc93c9a-6a4a-78e3-b9dc-97f6f2816bb9,698ca52b-fab6-819c-b53e-4fe3e32bf644,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",personal,2025,2026-07-20 12:04:00
6f3f3f76-3fed-3d79-1078-7df628173345,b26cd381-7804-249e-75f7-b3dc70cf8953,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",personal,2024,2026-09-06 05:13:00
156648ab-7b66-4a9c-7fed-cad75c15b36c,b26cd381-7804-249e-75f7-b3dc70cf8953,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2024,2026-09-06 05:13:00
a01a79a1-b34c-693c-2c3b-6afa4412dc03,b26cd381-7804-249e-75f7-b3dc70cf8953,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2026,2026-09-06 05:13:00
ecc444f1-9dba-cf5a-1d4c-289b8082fb54,02b294be-879f-aa84-51ef-7bf20310f80a,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2024,2026-08-24 01:36:00
8ca6790d-34ec-a6ca-4a48-93977c23ee89,02b294be-879f-aa84-51ef-7bf20310f80a,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2024,2026-08-24 01:36:00
99c10362-23f7-8f82-b44a-26377195b192,8f6559e4-7d76-5345-867d-28bc00061bf4,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2023,2026-09-04 07:14:00
3b37f8fd-9cb6-1e93-7102-6c76edd82e5c,8f6559e4-7d76-5345-867d-28bc00061bf4,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2023,2026-09-04 07:14:00
2888e146-844c-9783-72da-02d025d0bd74,8f6559e4-7d76-5345-867d-28bc00061bf4,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2025,2026-09-04 07:14:00
ef2ec509-0bc1-ee33-69ec-66a9aaad67ba,732cccb9-8d83-b04e-3e09-78798c2993cd,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",personal,2026,2026-09-05 20:23:00
c8df9c54-72eb-4428-5b10-e35c906a49ef,732cccb9-8d83-b04e-3e09-78798c2993cd,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-09-05 20:23:00
c9dbd387-39aa-eb92-ad80-c22eeb99b830,ae3750ce-c43b-18b0-6d99-6b2b1e6f1679,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",competition,2025,2026-08-25 12:02:00
23dde678-7cbb-aa4d-4afa-449f67487e97,ae3750ce-c43b-18b0-6d99-6b2b1e6f1679,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",competition,2025,2026-08-25 12:02:00
2c284830-471a-4ceb-e4d0-7cd8096d3904,fecdd103-6292-fb95-68aa-a4f9ed6f576f,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2026,2026-07-15 14:17:00
6ada3e53-e58b-2476-166a-8f4672a2d829,fecdd103-6292-fb95-68aa-a4f9ed6f576f,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2025,2026-07-15 14:17:00
42e05a09-6e1d-adaa-2f73-6fd95eb6f2d8,fecdd103-6292-fb95-68aa-a4f9ed6f576f,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2023,2026-07-15 14:17:00
c0a7fa27-7532-ac23-b4d5-7cd5a3e1de7c,868d2c9b-e076-eab8-a5b0-eca4461c5e81,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",competition,2026,2026-07-02 23:58:00
31a24804-9c4e-a246-9b6a-b5dd44bb84b2,868d2c9b-e076-eab8-a5b0-eca4461c5e81,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2026,2026-07-02 23:58:00
4f99b788-24bf-cb38-cf4b-100d2cb1e1bd,0eee21c3-89a9-b21c-229a-a1476c62487f,Garcia Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",personal,2026,2026-09-15 16:34:00
eedfa621-2504-fda1-21bf-724e9ae97391,0eee21c3-89a9-b21c-229a-a1476c62487f,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",competition,2026,2026-09-15 16:34:00
e4964807-d883-88fe-f362-b7caaf165f69,aa3af6b7-bd2a-9da3-ca5c-6f9ad873ef5a,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2026,2026-08-31 09:14:00
89792a78-8180-098a-15d7-5f31a410f7a9,aa3af6b7-bd2a-9da3-ca5c-6f9ad873ef5a,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2024,2026-08-31 09:14:00
8dc8556c-ba8b-d808-d0cf-de2e66aad539,6c65ffc0-be13-e321-5397-b17a6a09e05b,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",competition,2025,2026-07-22 15:35:00
7918450b-ffa2-03b5-e0e7-a0f940e3fe26,f3ce346f-aa27-9626-1729-5279db69f162,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2023,2026-07-21 10:00:00
c0bdac2d-e8d9-d2b4-4656-0d3a24fd8cde,f3ce346f-aa27-9626-1729-5279db69f162,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",personal,2026,2026-07-21 10:00:00
0c7cf072-51dc-70e0-dcd3-2f05cc0969b3,6da0d5a3-8918-68eb-7bc8-a925a393d432,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2026,2026-08-18 10:49:00
f465d277-4767-433e-93a7-57b8f96ebcc7,7e8f0cff-7ddf-d0cc-8c22-41eaaf126682,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2025,2026-08-20 19:04:00
bab2686f-d2a1-7172-23b1-f09f360c9040,7e8f0cff-7ddf-d0cc-8c22-41eaaf126682,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2024,2026-08-20 19:04:00
226825d1-d5a0-59ba-5416-f272f1ed2676,7e2e5641-7cd7-aea8-3af9-40f50e9c4a6b,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",internship,2025,2026-09-02 04:31:00
ce9c0640-6274-7d41-3806-1da4e41f9988,7e2e5641-7cd7-aea8-3af9-40f50e9c4a6b,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2026,2026-09-02 04:31:00
87c4a4b6-3142-2ec0-f758-2e221549ae7d,6339a865-0d5a-9251-89f1-b1a9a10fbf9e,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",personal,2025,2026-08-04 23:47:00
fcdc8e27-16d4-4c19-1441-3349bd0cf773,6339a865-0d5a-9251-89f1-b1a9a10fbf9e,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",competition,2026,2026-08-04 23:47:00
a86a82c5-ae67-5096-2d48-302f5a57ea29,6339a865-0d5a-9251-89f1-b1a9a10fbf9e,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2026,2026-08-04 23:47:00
6cd38b42-6eba-52c0-752d-db01ce85f204,67b9b1f9-e5a4-72ca-414c-2daf8b5ec0e5,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2025,2026-08-08 04:07:00
b565a6bb-00d3-4b0b-2f09-dae6f8b81c8b,5afdf463-08b7-7c51-458d-971c1c696395,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2025,2026-07-18 21:27:00
028678bb-c7c4-d17c-373f-bc4ef3b734e3,5afdf463-08b7-7c51-458d-971c1c696395,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2025,2026-07-18 21:27:00
b4ef32c2-a001-ce13-8729-302a21783ec8,5afdf463-08b7-7c51-458d-971c1c696395,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",personal,2026,2026-07-18 21:27:00
81ec29f5-ac18-ab42-53b5-4502926079d3,5afdf463-08b7-7c51-458d-971c1c696395,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2026,2026-07-18 21:27:00
6502ddf1-24c1-dac4-7742-2169b0e3a7dd,b8942998-3532-ea2e-acf8-5ea78ec0793d,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2025,2026-09-07 02:05:00
aa7f8f77-e133-288b-829c-7fa5bbda6f89,b8942998-3532-ea2e-acf8-5ea78ec0793d,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2025,2026-09-07 02:05:00
0b499144-02b7-50d6-a743-fe00706b6138,45553ab3-433d-3d6a-0bf0-7d81e338cce9,Wilson-Lambert Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",personal,2023,2026-07-19 06:18:00
e45c5952-499a-1d8a-e386-fd96a2d0d985,e03eeb6f-67e7-0efb-9292-057ffb894819,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",competition,2026,2026-08-19 10:51:00
063c91f9-4eb5-7e55-7c16-470d2e112dcc,f27c75ed-d491-4931-a2ad-03d60d0a5493,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",competition,2025,2026-07-08 17:58:00
29ee9153-71c5-0017-00ae-e456c8b7f765,f27c75ed-d491-4931-a2ad-03d60d0a5493,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2025,2026-07-08 17:58:00
8d4ad8fc-6bb3-d752-f3cb-9cba5f71f537,3422bb5a-d9cc-21d2-2d9c-60cd5ea03d42,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",competition,2026,2026-08-22 15:46:00
4b25d84a-ea88-9978-1bde-7063fe02fb73,3422bb5a-d9cc-21d2-2d9c-60cd5ea03d42,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2026,2026-08-22 15:46:00
7a9ab477-9435-46c9-8cf3-8f0c9e0bea8f,3422bb5a-d9cc-21d2-2d9c-60cd5ea03d42,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2026,2026-08-22 15:46:00
3f26a88f-88b3-2fcf-f1bd-9ff2e5bac1f4,e877770e-ae51-9a9b-8113-2981caedf979,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-09-14 10:36:00
ea7e103c-7536-ef30-b12a-3f14eafdf7ed,e877770e-ae51-9a9b-8113-2981caedf979,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2026,2026-09-14 10:36:00
78e0b9b8-6b86-a951-b7f7-45b9fb90ab38,6f488673-6893-9da2-7a43-84199ddd7ecc,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2024,2026-07-03 00:02:00
665d76d7-e6a6-9cf6-c62d-3e03d22a5e84,98e81d6f-0c05-5bb3-01a0-78f51565fe66,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2026,2026-09-14 20:01:00
adc2ecf7-883f-3134-a090-0fea0f225a77,98e81d6f-0c05-5bb3-01a0-78f51565fe66,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2026,2026-09-14 20:01:00
e9b0f619-ab40-0503-36a1-514117dc6230,98e81d6f-0c05-5bb3-01a0-78f51565fe66,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2026,2026-09-14 20:01:00
3d182a90-4ade-9ff9-a601-fc429c3ff9cd,7847074d-9abc-d9bf-f5dd-342259415c99,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-07-07 15:08:00
0542c050-9e8f-862b-537e-574edb5caace,7847074d-9abc-d9bf-f5dd-342259415c99,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-07-07 15:08:00
8594f053-d259-ed81-d100-3543e3472f19,da2de42e-7242-e3dd-48b8-2b0aedb36225,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-08-17 06:56:00
200f7f61-a2f1-a234-1ee1-408659dd6bf4,da2de42e-7242-e3dd-48b8-2b0aedb36225,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-08-17 06:56:00
6467f6d2-2f74-562f-fcbb-e18600421dd9,0f0cffa1-71d7-c324-a5a5-8349016b0531,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2026,2026-07-20 20:55:00
5ec1a0a7-7620-cb85-4dd9-5cdbb1c340d0,0f0cffa1-71d7-c324-a5a5-8349016b0531,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",personal,2026,2026-07-20 20:55:00
23a70d01-b9a1-4cd2-314c-f28ce1e54c0b,0f0cffa1-71d7-c324-a5a5-8349016b0531,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2026,2026-07-20 20:55:00
fc783aaf-673c-9053-9f29-1fe85924a824,0f00aaa8-9380-8821-54e7-b6000ec41539,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",academic,2026,2026-09-13 06:50:00
fc8c1b53-726e-0a16-2d4d-b217ff091a75,0f00aaa8-9380-8821-54e7-b6000ec41539,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",competition,2026,2026-09-13 06:50:00
09273852-f1ed-e614-c783-1656df69d891,0f00aaa8-9380-8821-54e7-b6000ec41539,Weaver-Sherman Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2023,2026-09-13 06:50:00
0cd6d356-7802-9a36-dd8c-e3ffe379b8e2,e8649a16-4145-0000-9dc1-127139056a43,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2025,2026-07-13 09:00:00
583a4a34-fa89-5211-be79-3a1f84d53993,e8649a16-4145-0000-9dc1-127139056a43,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2026,2026-07-13 09:00:00
7c09fd85-7ac8-5a5c-a5c4-bcc09f81eb5f,e8649a16-4145-0000-9dc1-127139056a43,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2025,2026-07-13 09:00:00
5fb06df7-3902-452e-e2f0-56843280d327,1982e948-c757-5d20-46c6-5b1e9a1e0227,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2025,2026-09-19 03:37:00
b86e307a-5379-59b8-c573-b9015360cf2c,1982e948-c757-5d20-46c6-5b1e9a1e0227,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2026,2026-09-19 03:37:00
7293d172-0e8f-c2d2-848e-fc4435aed717,ff0ba26b-bd15-17d2-8cfe-63459554be4c,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2023,2026-07-30 07:29:00
a6f60921-cc25-682e-97b6-08ab91ff4231,ff0ba26b-bd15-17d2-8cfe-63459554be4c,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2026,2026-07-30 07:29:00
6263c57b-f37f-b4a9-0974-cda513014af9,ff0ba26b-bd15-17d2-8cfe-63459554be4c,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-07-30 07:29:00
bf331bdf-d925-80e1-868e-565ccf8c5554,d528f013-cd5e-2dcb-359c-8f9245a178fa,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2023,2026-07-23 23:43:00
e4061e17-b147-f7a5-f423-731fb6a16e80,d528f013-cd5e-2dcb-359c-8f9245a178fa,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2023,2026-07-23 23:43:00
09217e89-1177-d8ac-f960-d5965351413a,dd968c25-1322-c4b9-0140-27e54fcdefd4,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",personal,2024,2026-08-05 22:14:00
3e8766a7-7c3f-de52-1e98-acdff0387322,dd968c25-1322-c4b9-0140-27e54fcdefd4,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2025,2026-08-05 22:14:00
34fa08a0-19ba-06ee-5682-58c4f2968dbc,dd968c25-1322-c4b9-0140-27e54fcdefd4,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-08-05 22:14:00
0299b709-2a27-a96c-f4f1-c64dc8da7e18,fa3fea1e-6013-cf28-184c-d43f008f90ae,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-09-10 05:36:00
733a3248-17e2-ec72-be35-6d09412dd84d,7870c89c-4e15-24f2-599f-9fed952e3305,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2024,2026-08-02 13:36:00
4c9650e8-58af-8235-9374-94cbe850a9b4,7870c89c-4e15-24f2-599f-9fed952e3305,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2023,2026-08-02 13:36:00
636c121f-18a1-85bb-0815-a485add0ce0c,7870c89c-4e15-24f2-599f-9fed952e3305,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2025,2026-08-02 13:36:00
f8b7e94a-4b11-9ac2-7c2b-518efa6fe0a2,c7696a46-090a-f3e0-8772-dff7dab92589,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",competition,2025,2026-09-16 10:27:00
3a9cdb46-c007-59af-ca88-682ce2c57f3e,cadd5626-7885-c68f-1a70-300195405966,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",competition,2025,2026-07-31 23:36:00
ee8686f6-52d8-f420-f6d3-e8a0d3272d8a,cadd5626-7885-c68f-1a70-300195405966,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2025,2026-07-31 23:36:00
7a2ed795-b9b0-d82b-2f57-04e094a43b72,2ba41da8-c820-ac8a-86e0-31408e456886,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",personal,2026,2026-08-04 08:38:00
ed03efb0-3bde-a4d8-e0b6-d03a341645df,2ba41da8-c820-ac8a-86e0-31408e456886,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2025,2026-08-04 08:38:00
8ef30f13-c7ec-4955-b212-3326cf5115ae,2ba41da8-c820-ac8a-86e0-31408e456886,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2026,2026-08-04 08:38:00
30302cff-c211-5191-f967-02936a7ff301,7dc0242f-62be-486b-4789-46719374f923,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2026,2026-07-10 14:08:00
91aab53e-8ead-4b89-685b-089e3d7c5be5,7dc0242f-62be-486b-4789-46719374f923,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2026,2026-07-10 14:08:00
130f5a12-4ab1-ee3b-7979-fda4c5c96d5a,7dc0242f-62be-486b-4789-46719374f923,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",personal,2025,2026-07-10 14:08:00
dddb3209-00c9-ec93-fb0b-a48ceafe3984,5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",competition,2025,2026-08-20 12:42:00
adacbf26-34e5-5d9c-ca6b-802b9fe8c455,5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",competition,2024,2026-08-20 12:42:00
7890152d-ad1e-8be8-2a9d-a55808436964,5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",competition,2025,2026-08-20 12:42:00
8f503719-3410-8ea2-4c52-d3cae6f3c4c8,32b5a6a4-f9a7-203c-86e1-abafdd0f8a48,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2026,2026-07-14 10:47:00
6757b8d6-7266-31dc-9687-8772d7280fd9,32b5a6a4-f9a7-203c-86e1-abafdd0f8a48,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2026,2026-07-14 10:47:00
d9d11b0d-c3e6-729b-bc1d-405c708c5348,992c28a2-f31b-a715-85f0-119069f5af52,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",personal,2026,2026-08-18 03:15:00
8fcc25c8-c3fe-9c83-39f9-780acba7e8fe,992c28a2-f31b-a715-85f0-119069f5af52,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2024,2026-08-18 03:15:00
eacc91a8-d06d-9b2d-72f5-ee377af9d8e1,3f00196f-5af8-3ec8-04ce-b8ebd2a43f25,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2025,2026-08-11 09:53:00
0098e4bd-a582-4c20-bf79-547dce5cce93,5e949995-6d93-26e4-ffc9-371ea2710f88,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",internship,2026,2026-07-09 13:21:00
cb8af604-7461-fd48-b62b-c40df80587ae,5e949995-6d93-26e4-ffc9-371ea2710f88,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2025,2026-07-09 13:21:00
ac33764d-7694-2f3b-0b1a-20fac64d6764,5e949995-6d93-26e4-ffc9-371ea2710f88,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2025,2026-07-09 13:21:00
661e551e-a1fe-5bfa-0557-b73f94bd54a7,677a740e-4adb-6881-85cb-135aae2f9cbf,Anderson Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2024,2026-08-07 20:39:00
9d27143a-30ad-3bfa-7eb3-cbe9fee060ee,677a740e-4adb-6881-85cb-135aae2f9cbf,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-08-07 20:39:00
e2eb185f-0573-25ef-97b2-6935732a1405,1d9d49a6-7964-e3d6-47e0-b4a4fc493658,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",personal,2025,2026-07-08 23:40:00
ae716f47-518d-1cf3-fb48-5bbd65d6bab3,a278c88a-fc78-1c5a-d1f8-4d79241cc262,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2026,2026-09-03 14:35:00
